adsbynimbus.com,SaaS & Cloud,IAB25,SaaS & Cloud,medium,False,Nimbus | Unified App Monetization &amp; Programmatic Auction,en,False
adscale.de,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Ströer SSP | STRÖER,de-de,False
adsco.re,E-commerce,IAB22,E-commerce,low,False,,en,False
adsensecustomsearchads.com,Technology,IAB19,Technology,low,False,Error 404 (Not Found)!!1,en,False
adsinteractive.com,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Ads Interactive Media Group - a Google Certified Partner,en,False
adskeeper.com,Business,IAB3,Business,low,False,HomePage - Adskeeper,en-US,False
adsmoloco.com,Technology,IAB19,Technology,medium,False,Where Mobile App Growth Lives | Moloco,en,False
adsmovil.com,Blog,IAB26,Blog,low,False,Adsmovil &#8211; The Hispanic Mobile Ad Network,es-ES,False
adsninja.ca,SaaS & Cloud,IAB25,SaaS & Cloud,medium,False,Ads Ninja,,False
adsolut.in,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Adsolut | Online Intelligent Advertising Platform,en,False
adspector.io,Technology,IAB19,Technology,low,False,Happy New Year🎄!,,False
adspower.com,SaaS & Cloud,IAB25,SaaS & Cloud,high,False,AdsPower - Best Antidetect Browser for Multi-Accounting,en-US,False
adspower.net,SaaS & Cloud,IAB25,SaaS & Cloud,medium,False,"AdsPower指纹浏览器 - 防关联浏览器多开,跨境电商超级浏览器,ads指纹浏览器,免费指纹浏览器",zh-CN,False
adsrvr.org,Technology,IAB19,Technology,low,False,Data Access Portal | The Trade Desk,en,False
adstanding.com,SaaS & Cloud,IAB25,SaaS & Cloud,medium,False,Adstanding &#8211; State of the art DOOH planning and buying platform.,en-CA,False
adster.tech,Technology,IAB19,Technology,medium,False,AI-Powered Ad Monetization Platform for Publishers &amp; Agencies,en,False
adstork.com,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Adstork Advertising Network,en,False
adswizz.com,Technology,IAB19,Technology,low,False,Home - AdsWizz,en-US,False
adtarget.biz,SaaS & Cloud,IAB25,SaaS & Cloud,medium,False,AdTarget Medya A.Ş.,tr,False
adtarget.com.tr,SaaS & Cloud,IAB25,SaaS & Cloud,medium,False,AdTarget Medya A.Ş.,tr,False
adtelligent.com,Business,IAB3,Business,medium,False,Adtelligent | Advertising Technology Company,en-GB,False
adthrive.com,News & Media,IAB12,News & Media,low,False,Raptive &#8212; Powering creator independence,en-US,False
adtiming.com,Technology,IAB19,Technology,medium,False,AdTiming | Data Driven Mobile Marketing,en,False
adtonos.com,Technology,IAB19,Technology,low,False,A Sound Advantage - AdTonos,en-US,False
adtrafficquality.google,Technology,IAB19,Technology,low,False,Google Ad Traffic Quality,en,False
advanseads.com,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Advanse - Creative Automation for Advertisers,en-US,False
adventori.com,Documentation,IAB27,Documentation,low,False,DCO : Personnalisez vos Bannières Publicitaires | the COOL Company (ex-Adventori),fr-FR,False
advertising.com,Technology,IAB19,Technology,low,False,Empowering Digital Success Through Innovative Programmatic Solutions | advertising.com,en,False
advertronic.io,Technology,IAB19,Technology,low,False,advertronic.io - Monetization of online projects,en,False
adverttise.com,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Home,en,False
adx.ws,Business,IAB3,Business,low,False,Sevio | Ad Serving Domain,en,False
adxcorp.kr,Technology,IAB19,Technology,low,False,AD(X),ko,False
adxflyer.com,Careers & Employment,IAB4,Careers & Employment,low,False,,en,False
adzuna.co.uk,Documentation,IAB27,Documentation,high,False,ERROR: The request could not be satisfied,en,False
adzuna.com,E-commerce,IAB22,E-commerce,low,False,Human Verification,en,False
ae12372.com,Technology,IAB19,Technology,high,False,ae12372.com | 502: Bad gateway,en-US,False
aerobasegroup.com,Automotive,IAB2,Automotive,low,False,"Aircraft, Marine, Vehicle, and Military Parts | AeroBase Group, Inc. | AeroBase Group, Inc.",en,False
afrinic.net,Technology,IAB19,Technology,low,False,AFRINIC - Regional Internet Registry for Africa,en,False
afternic.com,E-commerce,IAB22,E-commerce,high,False,Sell Domains | Buy Domains | Park Domains - Afternic,en-US,False
afterpay.com,E-commerce,IAB22,E-commerce,medium,False,Buy now pay later with Afterpay,global,False
agego.com,Technology,IAB19,Technology,low,False,"Instant, Safe Online Age Verification | AgeGO | AgeGO - Online Age Verification Technology",en-US,False
agentclientprotocol.com,SaaS & Cloud,IAB25,SaaS & Cloud,medium,False,Introduction - Agent Client Protocol,en,False
agenteimmobiliare.info,Technology,IAB19,Technology,low,False,Not Found (#404),en,False
ageverif.com,Technology,IAB19,Technology,low,False,"AgeVerif – Free, Fast &amp; Easy Age Verification Integration",en,False
aggle.net,Technology,IAB19,Technology,low,False,404 Not Found,en,False
agora.io,Technology,IAB19,Technology,high,False,Real-Time Engagement &amp; Conversational AI Platform | Agora,en,False
aichat4search.com,Technology,IAB19,Technology,low,False,AI Chat for Search｜Extension for Enhanced Search,en,False
aichouphaugn.com,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Information,en,False
aihelp.net,Technology,IAB19,Technology,high,False,Customer Service Support and In App Ticketing System | AIHelp,en,False
airarabia.com,SaaS & Cloud,IAB25,SaaS & Cloud,medium,False,AirArabia,en,False
airasia.com,Technology,IAB19,Technology,low,False,"AirAsia MOVE | Discover deals on flights, hotels, rides &amp; more",en,False
airbrake.io,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Airbrake,en,False
airbridge.io,SaaS & Cloud,IAB25,SaaS & Cloud,medium,False,Mobile Attribution that Turns Ad Spend into Revenue | Airbridge,en,False
aircall.io,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,AI-Powered Customer Communications Platform for SMBs &amp; Enterprise | Aircall,en,False
aircanada.com,Finance,IAB13,Finance,low,False,Edition,en,False
airdroid.com,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,AirDroid | Delight Your Multi-Screen Life,en,False
airfind.com,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,AIRFIND,en-US,False
airport.us,Entertainment,IAB1,Entertainment,low,False,Apple,en-US,False
airtable.com,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,"Airtable: Build Enterprise-ready AI Workflows, Apps &amp; Agents | Airtable",en,False
airtel.in,Business,IAB3,Business,low,False,"Airtel: Wi-Fi, Postpaid, Prepaid, DTH, Bank & Business",en,False
ajax.systems,Technology,IAB19,Technology,medium,False,Ajax Security — Alarms &amp; Smart Systems | Official website,en,False
ajay.app,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Ajay Ramachandran,en,False
ajcloud.net,Technology,IAB19,Technology,low,False,AJCLOUD,zh-Hant,False
aka.ms,Business,IAB3,Business,low,False,aka.ms Link Management,en,False
akamai.com,Technology,IAB19,Technology,low,False,"Cloud Computing, Security, Content Delivery (CDN) | Akamai",en,False
alchemy.com,Technology,IAB19,Technology,low,False,Alchemy | Blockchain infrastructure for developers,en,False
algorecs.com,Technology,IAB19,Technology,low,False,Error 404 Not Found,,False
alibaba.com,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,"Alibaba.com: Manufacturers, Suppliers, Exporters & Importers from the world's largest online B2B marketplace",en,False
alidns.com,Technology,IAB19,Technology,medium,False,阿里公共DNS,en,False
aliexpress.com,E-commerce,IAB22,E-commerce,medium,False,AliExpress - Affordable Chinese Stores & Free Shipping - Online Shopping,en,False
aliyuncs.com,Social Media,IAB23,Social Media,low,False,404 Not Found,en,False
aljazeera.com,News & Media,IAB12,News & Media,high,False,"Breaking News, World News and Video from Al Jazeera",en,False
allapp.link,Technology,IAB19,Technology,low,False,文档中心 | TurboLink,zh,False
alldocumentexplor.pro,Video & Streaming,IAB33,Video & Streaming,low,False,"Live Smarter, Not Harder",en,False
allmusic.com,Technology,IAB19,Technology,low,False,Attention Required! | Cloudflare,en-US,False
allrecipes.com,Social Media,IAB23,Social Media,low,False,,en,False
allseason.vip,Travel,IAB20,Travel,low,False,,en,False
alltrails.com,Hobbies & Interests,IAB9,Hobbies & Interests,medium,False,"AllTrails: Trail Guides &amp; Maps for Hiking, Camping, and Running | AllTrails",en,False
almalinux.org,SaaS & Cloud,IAB25,SaaS & Cloud,medium,False,AlmaLinux OS - Forever-Free Enterprise-Grade Operating System,en,False
alocdn.com,Technology,IAB19,Technology,low,False,Error 404 Not Found,en,False
alpaca.markets,Finance & Banking,IAB24,Finance & Banking,low,False,"Alpaca - Developer-first API for Stock, Options, Crypto Trading",en,False
alphonso.tv,Technology,IAB19,Technology,low,False,Alphonso &#8211; The TV Data Company,en,False
alpinelinux.org,Non-profit,IAB14,Non-profit,low,False,index | Alpine Linux,en,False
alta.inc,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Homepage,en-US,False
altium.com,Technology,IAB19,Technology,low,False,Unified Electronics Development for Modern Engineers | Altium,en,False
altmetric.com,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Reveal online attention to research - Altmetric,en-US,False
amadeus.com,Technology,IAB19,Technology,low,False,Amadeus | It’s how travel works.,en,False
amazon.ca,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.co.jp,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.co.uk,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.co.za,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.com,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.com.be,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.com.br,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.com.mx,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.com.tr,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.de,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.eg,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.es,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.eu,E-commerce,IAB22,E-commerce,low,False,About Amazon Europe,en,False
amazon.fr,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.ie,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.in,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.it,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.pl,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.sa,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.se,E-commerce,IAB22,E-commerce,low,False,,en,False
amazon.sg,E-commerce,IAB22,E-commerce,low,False,,en,False
amazonalexa.com,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,,en-us,False
amazonaws.com,SaaS & Cloud,IAB25,SaaS & Cloud,high,False,Cloud Computing Services - Amazon Web Services (AWS),en-US,False
amazonses.com,SaaS & Cloud,IAB25,SaaS & Cloud,high,False,Email Service Provider — Amazon Simple Email Service (Amazon SES) — AWS,en-US,False
amazonsilk.com,Social Media,IAB23,Social Media,low,False,Page Redirection,en-US,False
amazontrust.com,E-commerce,IAB22,E-commerce,low,False,Amazon Trust Services,en,False
amazonvideo.com,Video & Streaming,IAB33,Video & Streaming,low,False,Welcome to Prime Video,en-us,False
ambientweather.net,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Ambient Weather,en,False
amcdn.vn,Technology,IAB19,Technology,low,False,Content Delivery Network,en,False
amcrestcloud.com,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Secure login,en,False
amctheatres.com,Technology,IAB19,Technology,low,False,Attention Required! | Cloudflare,en-US,False
amd.com,Technology,IAB19,Technology,low,False,AMD ׀ together we advance_AI,en,False
ameba.jp,HTML_REDIRECT_LIMIT,,,,,,,
ameblo.jp,Hobbies & Interests,IAB9,Hobbies & Interests,low,False,アメーバブログ（アメブロ）｜Amebaで無料ブログを始めよう,ja,False
americanas.com.br,E-commerce,IAB22,E-commerce,low,False,Americanas - Tudo que você ama,pt-BR,False
amocrm.ru,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Онлайн CRM система. Управление клиентами в современной облачной CRM — amoCRM,ru,False
angi.com,Technology,IAB19,Technology,low,False,Attention Required! | Cloudflare,en-US,False
anilist.co,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,AniList,en,False
aniview.com,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Video Advertising and Monetization Solutions | Aniview,en-US,False
anjuke.com,Technology,IAB19,Technology,low,False,房产网，二手房/新房/租房/写字楼 -房地产租售服务平台 -安居客,zh,False
anker-in.com,Home & Garden,IAB10,Home & Garden,low,False,Home - Anker Innovations,en,False
ankr.com,Technology,IAB19,Technology,low,False,Ankr | The Fastest Web3 Infrastructure,en,False
announcekit.app,SaaS & Cloud,IAB25,SaaS & Cloud,medium,False,"AnnounceKit - Changelog, In-App Updates &amp; Feature Requests in One Platform",en,False
announcekit.co,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,"AnnounceKit - Changelog, In-App Updates &amp; Feature Requests in One Platform",en,False
anonymised.io,Technology,IAB19,Technology,high,False,Anonymised for AI-driven marketing for incremental outcomes,en,False
antgain.app,SaaS & Cloud,IAB25,SaaS & Cloud,medium,False,AntGain - Share Internet &amp; Earn Passive Income Online | AntGain,en,False
anthill.farm,SaaS & Cloud,IAB25,SaaS & Cloud,low,False,Anthill OS : : Управление и мониторинг ASIC оборудованием,ru,False
anthropic.com,Technology,IAB19,Technology,low,False,Home \ Anthropic,en,False
antpool.com,Careers & Employment,IAB4,Careers & Employment,low,False,ANTPOOL - 先进的比特币矿池 | ANTPOOL,en,False
anywhereworks.com,Business,IAB3,Business,low,False,AnywhereWorks &#124; Team Collaboration Tools and Services,en,False
anz.com,Finance,IAB13,Finance,medium,False,"ANZ Personal – Bank accounts, home loans, credit cards &amp; more | ANZ",en,False
apache.org,Technology,IAB19,Technology,medium,False,Welcome to The Apache Software Foundation | Apache Software Foundation,en,False
aparat.com,SaaS & Cloud,IAB25,SaaS & Cloud,medium,False,آپارات - سرویس اشتراک ویدیو,fa,False
api-taboola.com,Careers & Employment,IAB4,Careers & Employment,low,False,,en,False
apify.com,Technology,IAB19,Technology,medium,False,Apify: The largest marketplace of trusted tools for AI,en,False
apnic.net,Blog,IAB26,Blog,low,False,APNIC,en-AU,False
app-ads-services.com,E-commerce,IAB22,E-commerce,low,False,Google,de,False
app-analytics-services-att.com,Technology,IAB19,Technology,low,False,Error 404 (Not Found)!!1,en,False
app-analytics-services.com,Technology,IAB19,Technology,low,False,Error 404 (Not Found)!!1,en,False
app-measurement.com,Technology,IAB19,Technology,low,False,Error 404 (Not Found)!!1,en,False
appbaqend.com,SaaS & Cloud,IAB25,SaaS & Cloud,medium,False,Sign In | Appodeal Intelligent Ad Mediation,en,False
appboycdn.com,UNSAFE_REDIRECT_TARGET,,,,,,,
appcenter.ms,Technology,IAB19,Technology,high,False,"Visual Studio App Center | iOS, Android, Xamarin & React Native",en,False
appcues.com,Technology,IAB19,Technology,medium,False,Appcues | AI-Powered Customer Engagement Platform,en,False
